Text OCR,Text Char
家合了一家师徒四众喜喜欢欢天晚歇了那长老才是有,家合了一家師徒四眾喜喜歡歡天晚歇了那長老才是有
缘吃得草还丹长寿苦捱妖怪难毕竟到明日如何作别且听下,緣吃得草還丹長壽苦捱妖怪難畢竟到明日如何作別且聽下
回分解,回分解
第二[MASK]七回,第二七回
尸魔三戏唐三藏圣僧恨逐美猴王,屍魔三戲唐三藏聖僧恨逐美猴王
却说三藏师徒次日天明收拾前进那镇元子与行者结为,卻說三藏師徒次日天明收拾前進那鎮元子與行者結為
兄弟两人情投意合决不肯放又安排管待一连住了五六日,兄弟兩人情投意合決不肯放又安排管待一連住了五六日
那长老自服了草还丹真似脱胎换骨神爽体健他取经心重,那長老自服了草還丹真似脫胎換骨神爽體健他取經心重
那里肯淹留无已遂行,那裏肯淹留無已遂行
师徒别了上路早见一座高山三藏道徒弟前面有山险,師徒別了上路早見一座高山三藏道徒弟前面有山險
峻恐马不能前大家须仔细仔细行者道师父放心我等自,峻恐馬不能前大家須仔細仔細行者道師父放心我等自
然理会好猴王他在[MASK]马前横担[MASK]棒剖开山路上了高崖,然理會好猴王他在馬前橫擔著棒剖開山路上了高崖
看不尽,看不盡
峰岩重叠涧壑[MASK]环虎狼成阵走麂鹿作群行无数,峰巖重疊澗壑彎環虎狼成陣走麂鹿作群行無數
獐[MASK]钻簇簇满山狐兔聚丛丛千尺大蟒万丈长蛇大蟒,獐鑽簇簇滿山狐兔聚叢叢千尺大蟒萬丈長蛇大蟒
喷愁雾长蛇吐怪风道旁荆棘牵漫岭上松[MASK]秀丽薜萝,噴愁霧長蛇吐怪風道旁荊棘牽漫嶺上松柟秀麗薜蘿
满目芳草连天影落沧溟北云开斗柄南万古常含元气,滿目芳草連天影落滄溟北雲開斗柄南萬古常含元氣
老千峰巍列日光寒,老千峰巍列日光寒
那长老马上心惊孙大圣布施手段舞[MASK]铁棒哮吼一声[MASK]得那,那長老馬上心驚孫大聖佈施手段舞著鐵棒哮吼一聲諕得那
狼虫颠窜虎豹奔逃师徒们入此山正行到嵯峨之处三藏道,狼蟲顛竄虎豹奔逃師徒們入此山正行到嵯峨之處三藏道
悟空我这一日肚中饥了你去那里化些斋吃行者陪笑道,悟空我這一日肚中饑了你去那裏化些齋吃行者陪笑道
师父好不聪明这等半山之中前不巴村后不[MASK]店有钱也没,師父好不聰明這等半山之中前不巴村後不著店有錢也沒
买处教往那里寻斋三藏心中不快口里骂道你这猴子想,買處教往那裏尋齋三藏心中不快口裏罵道你這猴子想
你在两界山被如来压在石匣之内口能言足不能行也亏我救,你在兩界山被如來壓在石匣之內口能言足不能行也虧我救
你性命摩顶受戒做了我的徒弟怎么不肯努力常怀懒惰之,你性命摩頂受戒做了我的徒弟怎麼不肯努力常懷懶惰之
心行者道弟子亦颇[MASK][MASK]何尝懒惰三藏道你既[MASK][MASK]何,心行者道弟子亦頗慇懃何嘗懶惰三藏道你既慇懃何
不化斋我吃我肚饥怎行况此地山岚瘴气怎么得上雷音[MASK],不化齋我吃我肚饑怎行況此地山嵐瘴氣怎麼得上雷音
行者道师父休怪少要言语我知你尊性高傲十分违慢了,行者道師父休怪少要言語我知你尊性高傲十分違慢了
你便要念那话儿咒你下马稳坐等我寻那里有人家处化斋,你便要念那話兒咒你下馬穩坐等我尋那裏有人家處化齋
去 ,去
行者将身一纵跳上云端里手搭凉篷睁眼观看可怜西,行者將身一縱跳上雲端裏手搭涼篷睜眼觀看可憐西
方路甚是寂寞更无庄堡人家正是多逢树木少见人烟去处,方路甚是寂寞更無莊堡人家正是多逢樹木少見人煙去處
看多时只见正南上有一座高山那山向阳处有一片鲜红的点,看多時只見正南上有一座高山那山向陽處有一片鮮紅的點
子行者按下云头道师父有吃的了那长老问甚东西行,子行者按下雲頭道師父有吃的了那長老問甚東西行
者道这里没人家化饭那南山有一片红的想必是熟透了的山,者道這裏沒人家化飯那南山有一片紅的想必是熟透了的山
桃我去摘几个来你充饥三藏喜道出家人若有桃子吃就为,桃我去摘幾個來你充饑三藏喜道出家人若有桃子吃就為
上分了[MASK][MASK]行者取了钵盂纵起祥光你看他觔斗幌幌冷,上分了行者取了缽盂縱起祥光你看他觔斗幌幌冷
气飕飕须臾间奔南山摘桃不题,氣颼颼須臾間奔南山摘桃不題
却说常言有云山高必有怪岭峻却生精果然这山上有,卻說常言有云山高必有怪嶺峻卻生精果然這山上有
一个妖精孙大圣去时惊动那怪他在云端里踏[MASK]阴风看,一個妖精孫大聖去時驚動那怪他在雲端裏踏著陰風看
见长老坐在地下就不胜欢喜道造化造化几年家人都讲,見長老坐在地下就不勝歡喜道造化造化幾年家人都講
东土的唐和尚取大乘他本是金蝉子化身十世修行的原体,東土的唐和尚取大乘他本是金蟬子化身十世修行的原體
有人吃他一块肉长寿长生真个今日到了那妖精上前就要,有人吃他一塊肉長壽長生真個今日到了那妖精上前就要
拿他只见长老左右手下有两员大将护持不敢拢身他说两员,拿他只見長老左右手下有兩員大將護持不敢攏身他說兩員
大将是谁说是八戒沙僧八戒沙僧虽没甚么大本事然八,大將是誰說是八戒沙僧八戒沙僧雖沒甚麼大本事然八
戒是天蓬元帅沙僧是卷帘大将他的威气尚不曾泄故不敢拢,戒是天蓬元帥沙僧是捲簾大將他的威氣尚不曾泄故不敢攏
身妖精说等我且戏他戏看怎么说,身妖精說等我且戲他戲看怎麼說
好妖精停下阴风在那山凹里摇身一变变做个月貌花容,好妖精停下陰風在那山凹裏搖身一變變做個月貌花容
的女儿说不尽那眉清目秀齿白唇红左手提[MASK]一个青砂[MASK]儿,的女兒說不盡那眉清目秀齒白唇紅左手提著一個青砂罐兒
右手提[MASK]一个绿磁瓶儿从西向东径奔唐僧,右手提著一個綠磁瓶兒從西向東徑奔唐僧
圣僧歇马在山岩忽见裙钗女近前,聖僧歇馬在山巖忽見裙釵女近前
翠袖轻摇笼玉笋湘裙斜拽显金莲,翠袖輕搖籠玉筍湘裙斜拽顯金蓮
汗流粉面花含露尘拂蛾眉柳带烟,汗流粉面花含露塵拂蛾眉柳帶煙
仔细定睛观看处看看行至到身边,仔細定睛觀看處看看行至到身邊
三藏见了叫八戒沙僧悟空才说这里旷野无人你看那里不,三藏見了叫八戒沙僧悟空才說這裏曠野無人你看那裏不
走出一个人来了[MASK]八戒道师父你与沙僧坐[MASK]等老猪去看看,走出一個人來了八戒道師父你與沙僧坐著等老豬去看看
来那呆子放下钉钯整整直裰摆摆摇摇充作个斯文气象,來那獃子放下釘鈀整整直裰擺擺搖搖充作個斯文氣象
直的[MASK]面相迎真个是远看未实近看分明那女子生得,直的靦面相迎真個是遠看未實近看分明那女子生得
冰肌藏玉骨衫领露酥胸柳眉积翠黛杏眼闪银星,冰肌藏玉骨衫領露酥胸柳眉積翠黛杏眼閃銀星
月样容仪俏天然性格清体似燕藏柳声如莺啭林半放,月樣容儀俏天然性格清體似燕藏柳聲如鶯囀林半放
海棠笼晓日才开芍药弄春晴,海棠籠曉日才開芍藥弄春晴
那八戒见他生得俊俏呆子就动了凡心忍不住胡言乱语叫,那八戒見他生得俊俏獃子就動了凡心忍不住胡言亂語叫
道女菩萨往那里去手里提[MASK]是甚么东西[MASK]分明是个,道女菩薩往那裏去手裏提著是甚麼東西分明是個
妖怪他却不能认得[MASK]那女子连声答应道长老我这青[MASK],妖怪他卻不能認得那女子連聲答應道長老我這青
里是香米饭绿瓶里是炒面[MASK]特来此处无他故因还誓愿要斋,裏是香米飯綠瓶裏是炒麵觔特來此處無他故因還誓願要齋
僧八戒闻言满心欢喜急抽身就跑了个猪颠风报与三藏,僧八戒聞言滿心歡喜急抽身就跑了個豬顛風報與三藏
道师父吉人自有天报师父饿了教师兄去化斋那猴子,道師父吉人自有天報師父餓了教師兄去化齋那猴子
不知那里摘桃儿耍子去了桃子吃多了也有些嘈人又有,不知那裏摘桃兒耍子去了桃子吃多了也有些嘈人又有
些下坠你看那不是个斋僧的来了唐僧不信道你这个夯货,些下墜你看那不是個齋僧的來了唐僧不信道你這個夯貨
胡缠我们走了这向好人也不曾遇[MASK]一个斋僧的从何而来,胡纏我們走了這向好人也不曾遇著一個齋僧的從何而來
八戒道师父这不到了,八戒道師父這不到了
三藏一见连忙跳起身来合掌当胸道女菩萨你府上在,三藏一見連忙跳起身來合掌當胸道女菩薩你府上在
何处住是甚人家有甚愿心来此斋僧[MASK]分明是个妖精,何處住是甚人家有甚願心來此齋僧分明是個妖精
那长老也不认得[MASK]那妖精见唐僧问他来历他立地就起个,那長老也不認得那妖精見唐僧問他來歷他立地就起個
虚情花言巧语来赚哄道师父此山叫做蛇回兽怕的白虎岭,虛情花言巧語來賺哄道師父此山叫做蛇回獸怕的白虎嶺
正西下面是我家我父母在堂看经好善广斋方上远近僧人,正西下面是我家我父母在堂看經好善廣齋方上遠近僧人
只因无子求神作福生了奴奴欲扳门第配嫁他人又恐老来,只因無子求神作福生了奴奴欲扳門第配嫁他人又恐老來
无倚只得将奴招了一个女婿养老送终三藏闻言道女菩,無倚只得將奴招了一個女婿養老送終三藏聞言道女菩
萨你语言差了圣经云父母在不远游游必有方你既有,薩你語言差了聖經云父母在不遠遊遊必有方你既有
父母在堂又与你招了女婿有愿心教你男子还便也罢,父母在堂又與你招了女婿有願心教你男子還便也罷
怎么自家在山行走又没个侍儿随从这个是不遵妇道了那,怎麼自家在山行走又沒個侍兒隨從這個是不遵婦道了那
女子笑吟吟忙陪俏语道师父我丈夫在山北凹里带几个客,女子笑吟吟忙陪俏語道師父我丈夫在山北凹裏帶幾個客
子锄田这是奴奴煮的午饭送与那些人吃的只为五黄六,子鋤田這是奴奴煮的午飯送與那些人吃的只為五黃六
月无人使唤父母又年老所以亲身来送忽遇三位远来却思,月無人使喚父母又年老所以親身來送忽遇三位遠來卻思
父母好善故将此饭斋僧如不弃嫌愿表芹献三藏道善,父母好善故將此飯齋僧如不棄嫌願表芹獻三藏道善
哉善哉我有徒弟摘果子去了就来我不敢吃假如我和尚,哉善哉我有徒弟摘果子去了就來我不敢吃假如我和尚
吃了你饭你丈夫晓得骂你却不罪坐贫僧也[MASK]那女子见唐僧,吃了你飯你丈夫曉得罵你卻不罪坐貧僧也那女子見唐僧
不肯吃却又满面春生道师父[MASK]我父母斋僧还是小可我丈,不肯吃卻又滿面春生道師父呵我父母齋僧還是小可我丈
夫更是个善人一生好的是修桥补路爱老怜贫但听见说这饭,夫更是個善人一生好的是修橋補路愛老憐貧但聽見說這飯
送与师父吃了他与我夫妻情上比寻常更是不同三藏也只是,送與師父吃了他與我夫妻情上比尋常更是不同三藏也只是
不吃旁边[MASK]恼坏了八戒那呆子努[MASK]嘴口里埋怨道天下,不吃旁邊卻惱壞了八戒那獃子努著嘴口裏埋怨道天下
和尚也无数不曾像我这个老和尚罢软[MASK]现成的饭三分儿,和尚也無數不曾像我這個老和尚罷軟現成的飯三分兒
倒不吃只等那猴子来做四分才吃他不容分说一嘴把个,倒不吃只等那猴子來做四分才吃他不容分說一嘴把個
子拱倒就要动口,子拱倒就要動口
只见那行者自南山顶上摘了几个桃子托[MASK]钵盂一[MASK]斗,只見那行者自南山頂上摘了幾個桃子托著缽盂一觔斗
点将回来睁火眼金睛观看认得那女子是个妖精放下钵盂掣,點將回來睜火眼金睛觀看認得那女子是個妖精放下缽盂掣
铁棒当头就打[MASK]得个长老用手扯住道悟空你走将来打,鐵棒當頭就打諕得個長老用手扯住道悟空你走將來打
谁[MASK]行者道师父你面前这个女子莫当做个好人他是个妖,誰行者道師父你面前這個女子莫當做個好人他是個妖
精要来骗你哩三藏道你这[MASK]头当时倒也有些眼力今日,精要來騙你哩三藏道你這個猴頭當時倒也有些眼力今
如何乱道这女菩萨有此善心将这饭要斋我等你怎么说他是,如何亂道這女菩薩有此善心將這飯要齋我等你怎麼說他是
个妖精[MASK]行者笑道师父你那里认得老孙在水帘洞里做妖,個妖精行者笑道師父你那裏認得老孫在水簾洞裏做妖
魔时若想人肉吃便是这等或变金银或变庄台或变醉人或,魔時若想人肉吃便是這等或變金銀或變莊臺或變醉人或
变女色有那等痴心的爱上我我就迷他到洞里尽意随心或,變女色有那等痴心的愛上我我就迷他到洞裏盡意隨心或
蒸或煮受用吃不了还要晒干了防天阴哩师父我若来迟你,蒸或煮受用吃不了還要曬乾了防天陰哩師父我若來遲你
定入他套子遭他毒手那唐僧那里肯信只说是个好人行者,定入他套子遭他毒手那唐僧那裏肯信只說是個好人行者
道师父我知道你了你见他那等容貌必然动了凡心若果,道師父我知道你了你見他那等容貌必然動了凡心若果
有此意叫八戒伐几棵树来沙僧寻些草来我做木匠就在这里,有此意叫八戒伐幾棵樹來沙僧尋些草來我做木匠就在這裏
搭个窝铺你与他圆房成事我们大家散了却不是件事业何,搭個窩鋪你與他圓房成事我們大家散了卻不是件事業何
必又跋涉取甚经去那长老原是个软善的人那里吃得他这句,必又跋涉取甚經去那長老原是個軟善的人那裏吃得他這句
言语羞得[MASK]光头彻耳通红,言語羞得光頭徹耳通紅
三藏正在此羞惭行者又发起性来掣铁棒望妖精劈脸,三藏正在此羞慚行者又發起性來掣鐵棒望妖精劈臉
下那怪物有些手段使个解尸法见行者棍子来时他却抖,下那怪物有些手段使個解屍法見行者棍子來時他卻抖
擞精神预先走了把一个假尸首打死在地下[MASK]得个长老战战,擻精神預先走了把一個假屍首打死在地下諕得個長老戰戰
兢兢口中作念道这猴[MASK]然无礼屡劝不从无故伤人性命,兢兢口中作念道這猴著然無禮屢勸不從無故傷人性命
行者道师父莫怪你且来看看这[MASK]子里是甚东西沙僧搀[MASK],行者道師父莫怪你且來看看這罐子裏是甚東西沙僧攙
长老近前看时那里是甚香米饭却是一[MASK]子拖尾巴的长蛆也,長老近前看時那裏是甚香米飯卻是一罐子拖尾巴的長蛆也
不是面[MASK]却是几个青蛙癞虾蟆满地乱跳长老才有三分儿,不是麵觔卻是幾個青蛙癩蝦蟆滿地亂跳長老才有三分兒
信了怎禁猪八戒气不忿在[MASK]漏八分儿唆嘴道师父说起这,信了怎禁豬八戒氣不忿在傍漏八分兒唆嘴道師父說起這
个女子他是此间农妇因为送饭下田路遇我等却怎么栽他是,個女子他是此間農婦因為送飯下田路遇我等卻怎麼栽他是
个妖怪哥哥的棍重走将来试手打他一下不期就打杀了怕,個妖怪哥哥的棍重走將來試手打他一下不期就打殺了怕
你念甚么紧箍儿咒故意的使个障眼法儿变做这等样东西,你念甚麼緊箍兒咒故意的使個障眼法兒變做這等樣東西
演幌你眼使不念咒哩,演幌你眼使不念咒哩
三藏自此一言就是晦气到了果然信那呆子撺唆手中,三藏自此一言就是晦氣到了果然信那獃子攛唆手中
捻诀口里念咒行者就叫头疼头疼莫念莫念有话,捻訣口裏念咒行者就叫頭疼頭疼莫念莫念有話
便说唐僧道有甚话说出家人时时常要方便念念不离善,便說唐僧道有甚話說出家人時時常要方便念念不離善
心扫地恐伤蝼蚁命爱惜飞蛾纱罩灯你怎么步步行凶打死,心掃地恐傷螻蟻命愛惜飛蛾紗罩燈你怎麼步步行兇打死
这个无故平人取将经来何用你回去罢行者道师父你教,這個無故平人取將經來何用你回去罷行者道師父你教
我回那里去[MASK]唐僧道我不要你做徒弟行者道你不要我做,我回那裏去唐僧道我不要你做徒弟行者道你不要我做
徒弟只怕你西天路去不成唐僧道我命在天该那个妖精蒸,徒弟只怕你西天路去不成唐僧道我命在天該那個妖精蒸
了吃就是煮了也算不过终不然你救得我的大限你快回,了吃就是煮了也算不過終不然你救得我的大限你快回
去行者道师父我回去便也罢了只是不曾报得你的恩哩,去行者道師父我回去便也罷了只是不曾報得你的恩哩
唐僧道我与你有甚恩[MASK]那大圣闻言连忙跪下叩头道老孙,唐僧道我與你有甚恩那大聖聞言連忙跪下叩頭道老孫
因大闹天宫致下了伤身之难被我佛压在两界山幸观音菩萨,因大鬧天宮致下了傷身之難被我佛壓在兩界山幸觀音菩薩
与我受了戒行幸师父救脱吾身若不与你同上西天显得我知,與我受了戒行幸師父救脫吾身若不與你同上西天顯得我知
恩不报非君子万古千秋作骂名原来这唐僧是个慈悯的圣,恩不報非君子萬古千秋作罵名原來這唐僧是個慈憫的聖
僧他见行者哀告却也回心转意道既如此说且饶你这一,僧他見行者哀告卻也回心轉意道既如此說且饒你這一
次再休无礼如若仍前作恶这咒语颠倒就念二十遍行者,次再休無禮如若仍前作惡這咒語顛倒就念二十遍行者
道三十遍也由你只是我不打人了却才伏侍唐僧上马又将,道三十遍也由你只是我不打人了卻才伏侍唐僧上馬又將
摘来桃子奉上唐僧在马上也吃了几个权且充饥,摘來桃子奉上唐僧在馬上也吃了幾個權且充饑
却说那妖精脱命升空原来行者那一棒不曾打杀妖精妖,卻說那妖精脫命昇空原來行者那一棒不曾打殺妖精妖
精出神去了他在那云端里咬牙切齿暗恨行者道几年只闻,精出神去了他在那雲端裏咬牙切齒暗恨行者道幾年只聞
得讲他手段今日果然话不虚传那唐僧已[MASK]不认得我将要吃,得講他手段今日果然話不虛傳那唐僧已是不認得我將要吃
饭若低头闻一闻儿我就一把捞住却不是我的人了不期被,飯若低頭聞一聞兒我就一把撈住卻不是我的人了不期被
他走来弄破我这勾当又几乎被他打了一棒若饶了这个和,他走來弄破我這勾當又幾乎被他打了一棒若饒了這個和
尚诚然是劳而无功也我还下去戏他一戏,尚誠然是勞而無功也我還下去戲他一戲
好妖精按落阴云在那前山坡下摇身一变变作个老妇,好妖精按落陰雲在那前山坡下搖身一變變作個老婦
人年满八旬手拄[MASK]一根弯头竹杖一步一声的哭[MASK]走来八,人年滿八旬手拄著一根彎頭竹杖一步一聲的哭著走來八
戒见了大惊道师父不好了那妈妈儿来寻人了唐僧道,戒見了大驚道師父不好了那媽媽兒來尋人了唐僧道
寻甚人八戒道师兄打杀的定是他女儿这个定是他娘寻,尋甚人八戒道師兄打殺的定是他女兒這個定是他娘尋
将来了行者道兄弟莫要胡说那女子十八岁这老妇有八,將來了行者道兄弟莫要胡說那女子十八歲這老婦有八
十岁怎么六十多岁还生产断乎是个假的等老孙去看来好,十歲怎麼六十多歲還生產斷乎是個假的等老孫去看來好
行者拽开步走近前观看那怪物,行者拽開步走近前觀看那怪物
假变一婆婆两鬓如冰雪走路慢腾腾行步虚怯怯,假變一婆婆兩鬢如冰雪走路慢騰騰行步虛怯怯
弱体瘦伶仃脸如枯菜叶颧骨望上翘嘴唇往下别老年,弱體瘦伶仃臉如枯菜葉顴骨望上翹嘴唇往下別老年
不比少年时满脸都是荷叶摺,不比少年時滿臉都是荷葉摺
行者认得他是妖精更不理论举棒照头便打那怪见棍子,行者認得他是妖精更不理論舉棒照頭便打那怪見棍子
起时依然抖擞又出化了元神脱真儿去了把个假尸首又打死,起時依然抖擻又出化了元神脫真兒去了把個假屍首又打死
在山路[MASK]下唐僧一见惊下马来睡在路旁[MASK]无二话只是把,在山路傍之下唐僧一見驚下馬來睡在路傍更無二話只是
紧箍儿咒颠倒足足念了二十遍可怜把个行者头勒得似个,緊箍兒咒顛倒足足念了二十遍可憐把個行者頭勒得似個
亚腰儿葫芦十分疼痛难忍滚将来哀告道师父莫念了,亞腰兒葫蘆十分疼痛難忍滾將來哀告道師父莫念了
有甚话说了罢唐僧道有甚话说出家人耳听善言不堕地,有甚話說了罷唐僧道有甚話說出家人耳聽善言不墮地
狱我这般劝化你你怎么只是行凶把平人打死一个又打死,獄我這般勸化你你怎麼只是行兇把平人打死一個又打死
一个此是何说行者道他是妖精唐僧道这个猴子胡说,一個此是何說行者道他是妖精唐僧道這個猴子胡說
就有这许多妖怪你是个无心向善之辈有意作恶之人你去,就有這許多妖怪你是個無心向善之輩有意作惡之人你去
罢行者道师父又教我去回去便也回去了只是一件不相,罷行者道師父又教我去回去便也回去了只是一件不相
应唐僧道你有甚么不相应处[MASK]八戒道师父他要和你分,應唐僧道你有甚麼不相應處八戒道師父他要和你分
行李哩跟[MASK]你做了这几年和尚不成空[MASK]手回去你把那包,行李哩跟著你做了這幾年和尚不成空著手回去你把那包
袱[MASK]的甚么旧褊衫破帽子分两件与他罢,袱內的甚麼舊褊衫破帽子分兩件與他罷
行者闻言气得暴跳道我把你这个尖嘴的夯货老孙一,行者聞言氣得暴跳道我把你這個尖嘴的夯貨老孫一
向秉教沙门更无一毫嫉妒之意贪恋之心怎么要分甚么行,向秉教沙門更無一毫嫉妒之意貪戀之心怎麼要分甚麼行
李[MASK]唐僧道你既不嫉妒贪恋如何不去[MASK]行者道实不瞒师,李唐僧道你既不嫉妒貪戀如何不去行者道實不瞞師
父说老孙五百年前居花果山水帘洞大展英雄之际收降七十,父說老孫五百年前居花果山水簾洞大展英雄之際收降七十
二洞邪魔手下有四万七千[MASK]怪头戴的是紫金冠身穿的是赭,二洞邪魔手下有四萬七千小怪頭戴的是紫金冠身穿的是赭
黄袍腰系的是蓝田带足踏的是步云履手执的是如意金箍棒,黃袍腰繫的是藍田帶足踏的是步雲履手執的是如意金箍棒
[MASK]实也曾为人自从涅槃罪度削发秉正沙门跟你做了徒弟,著實也曾為人自從涅槃罪度削髮秉正沙門跟你做了徒弟
把这个金箍儿勒在我头上若回去却也难见故乡人师父果,把這個金箍兒勒在我頭上若回去卻也難見故鄉人師父果
若不要我把那个松箍儿咒念一念退下这个箍子交付与你,若不要我把那個鬆箍兒咒念一念退下這個箍子交付與你
套在别人头上我就快活相应了也是跟你一场莫不成这些,套在別人頭上我就快活相應了也是跟你一場莫不成這些
人意儿也没有了唐僧大惊道悟空我当时只是菩萨暗受,人意兒也沒有了唐僧大驚道悟空我當時只是菩薩暗受
卷紧箍儿咒却没有甚么松箍儿咒行者道若无松箍儿,卷緊箍兒咒卻沒有甚麼鬆箍兒咒行者道若無松箍兒
咒你还带我去走走罢长老又没奈何道你且起来我再饶,咒你還帶我去走走罷長老又沒奈何道你且起來我再饒
你这一次却不可再行凶了行者道再不敢了再不敢了,你這一次卻不可再行兇了行者道再不敢了再不敢了
又伏侍师父上马剖路前进,又伏侍師父上馬剖路前進
却说那妖精原来行者第二棍也不曾打杀他那怪物在半,卻說那妖精原來行者第二棍也不曾打殺他那怪物在半
空中夸奖不尽道好个猴王[MASK]然有眼我那般变了去他也,空中誇獎不盡道好個猴王著然有眼我那般變了去他也
还认得我这些和尚他去得快若过此山西下四十里就不伏,還認得我這些和尚他去得快若過此山西下四十里就不伏
我所管了若是被别处妖魔捞了去好道就笑破他人口使碎自,我所管了若是被別處妖魔撈了去好道就笑破他人口使碎自
家心我还下去戏他一戏好妖[MASK]按耸阴风在山坡下摇身,家心我還下去戲他一戲好妖精按聳陰風在山坡下搖身
变变做一个老公公真个是,變變做一個老公公真個是
白发如彭祖苍髯赛寿星,白髮如彭祖蒼髯賽壽星
耳中鸣玉磬眼里幌金星,耳中鳴玉磬眼裏幌金星
手拄龙头拐身穿鹤氅轻,手拄龍頭拐身穿鶴氅輕
数珠掐在手口诵南无经,數珠掐在手口誦南無經
唐僧在马上见了心中[MASK]喜道阿弥陀佛西方真是福地那,唐僧在馬上見了心中大喜道阿彌陀佛西方真是福地那
公公路也走不上来逼法的还念经哩八戒道师父你且莫要,公公路也走不上來逼法的還念經哩八戒道師父你且莫要
夸奖那个是祸的根哩唐僧道怎么是祸根八戒道[MASK][MASK],誇獎那個是禍的根哩唐僧道怎麼是禍根八戒道
打杀他的女儿又打杀他的婆子这个正是他的老儿寻将来了,打殺他的女兒又打殺他的婆子這個正是他的老兒尋將來了
我们若撞在他的怀里呵师父你便偿命该个死罪把老猪为,我們若撞在他的懷裏呵師父你便償命該個死罪把老豬為
从问个充军沙僧喝令问个摆站那[MASK][MASK]使个遁法走了却,從問個充軍沙僧喝令問個擺站那師兄使個遁法走了卻
不苦了我们三个顶缸,不苦了我們三個頂缸
行者听见道这个呆根这等胡说可不[MASK]了师父等老孙,行者聽見道這個獃根這等胡說可不諕了師父等老孫
再去看看他把棍藏在身边走上前迎[MASK]怪物叫声老官儿,再去看看他把棍藏在身邊走上前迎著怪物叫聲老官兒
往那里去怎么又走路又念经那妖精错认了定盘星把孙大,往那裏去怎麼又走路又念經那妖精錯認了定盤星把孫大
圣也当做个等闲的遂答道长老[MASK]我老汉祖居此地一生好,聖也當做個等閑的遂答道長老呵我老漢祖居此地一生好
善斋僧看经念佛命里无儿止生得一个小女招了个女婿,善齋僧看經念佛命裏無兒止生得一個小女招了個女婿
今早送饭下田想是遭逢虎口老妻先来找寻也不见回去全,今早送飯下田想是遭逢虎口老妻先來找尋也不見回去全
然不知下落老汉特来寻看果然是伤残他命也没奈何将他,然不知下落老漢特來尋看果然是傷殘他命也沒奈何將他
骸骨收拾回去安葬茔中行者笑道我是个做[MASK]虎的祖宗你,骸骨收拾回去安葬塋中行者笑道我是個做虎的祖宗你
怎么袖子里笼了个鬼儿来哄我你瞒了诸人瞒不过我我认,怎麼袖子裏籠了個鬼兒來哄我你瞞了諸人瞞不過我我認
得你是个妖精那妖精[MASK]得顿口无言行者掣出棒来自忖[MASK],得你是個妖精那妖精諕得頓口無言行者掣出棒來自忖
道若要不打他显得他倒弄个风儿若要打他又怕师父念那,道若要不打他顯得他倒弄個風兒若要打他又怕師父念那
话儿咒语又思量道不打杀他他一时间抄空儿把师父捞了,話兒咒語又思量道不打殺他他一時間抄空兒把師父撈了
去却不又费心劳力去救他还打的是就一棍子打杀[MASK],去卻不又費心勞力去救他還打的是就一棍子打殺
师父念起那咒常言道虎毒不吃儿凭[MASK]我巧言花语嘴伶舌,師父念起那咒常言道虎毒不吃兒憑著我巧言花語嘴伶舌
便哄他一哄好道也罢了好大圣念动咒语叫当坊土地本,便哄他一哄好道也罷了好大聖念動咒語叫當坊土地本
处山神道这妖精三番来戏弄我师父这一番却要打杀他你,處山神道這妖精三番來戲弄我師父這一番卻要打殺他你
与我在半空中作证不许走了众神听令谁敢不从都在云端,與我在半空中作證不許走了眾神聽令誰敢不從都在雲端
里照应那大圣棍起处打倒妖魔才断绝了灵光,裏照應那大聖棍起處打倒妖魔才斷絕了靈光
那唐僧在马上又[MASK]得战战兢兢口不能言八戒在[MASK]边又,那唐僧在馬上又諕得戰戰兢兢口不能言八戒在傍邊又
笑道好行者风发了只行了半日路倒打死三个人唐僧,笑道好行者風發了只行了半日路倒打死三個人唐僧
正要念咒行者急到马前叫道师父莫念莫念你且来看,正要念咒行者急到馬前叫道師父莫念莫念你且來看
看他的模样却是一堆粉骷髅在那里唐僧大惊道悟空这,看他的模樣卻是一堆粉骷髏在那裏唐僧大驚道悟空這
个人才死了怎么就化作一堆骷髅[MASK]行者道他是个潜灵作怪,個人才死了怎麼就化作一堆骷髏行者道他是個潛靈作怪
的僵尸在此迷人败本被我打杀他就现了本相他那脊梁上,的僵尸在此迷人敗本被我打殺他就現了本相他那脊梁上
有一行字叫做白骨夫人唐僧闻说倒也信了怎禁那八戒,有一行字叫做白骨夫人唐僧聞說倒也信了怎禁那八戒
[MASK]边唆嘴道师父他的手重棍凶把人打死只怕你念那话儿,傍邊唆嘴道師父他的手重棍兇把人打死只怕你念那話兒
故意变化这个模样掩你的眼目哩唐僧果然耳软又信了他,故意變化這個模樣掩你的眼目哩唐僧果然耳軟又信了他
随复念起行者禁不得疼痛跪于路[MASK]只叫莫念莫念有,隨復念起行者禁不得疼痛跪於路傍只叫莫念莫念有
话快说了罢唐僧道猴头还有甚说话出家人行善如春,話快說了罷唐僧道猴頭還有甚說話出家人行善如春
园之草不见其长日有所增行恶之人如磨刀之石不见其损,園之草不見其長日有所增行惡之人如磨刀之石不見其損
日有所亏你在这荒郊野外一连打死三人还是无人检举没,日有所虧你在這荒郊野外一連打死三人還是無人檢舉沒
有对头倘到城市之中人烟凑集之所你拿了那哭丧棒一时不,有對頭倘到城市之中人煙湊集之所你拿了那哭喪棒一時不
